answer_id,attempt_id,question_id,q_num,max_points,old_points,old_reasoning
b8f0291d-8496-4fa1-bdea-c57d056a9b84,3760ed81-fb87-406e-9766-0a33009fc31f,5fcb1ea2-216d-4b43-8c45-6b8afa0b851f,22,4,4,"[full] The student clearly identifies the feedback loop (only approved applicants generate observable outcomes, rejected applicants are dropped) and explains the compounding consequence (training data shrinks over time and narrows to a specific group, producing bias). The concrete 70/30 example demonstrates real understanding of the mechanism. This meets both elements of the full-credit rubric in plain language."
6ab3782c-c939-48a9-9f6b-5531f8f64c99,3760ed81-fb87-406e-9766-0a33009fc31f,0cbd4c8c-8016-424c-8c37-945da6aacec8,23,4,3,"[partial] The student correctly identifies that all three phenomena involve the answer reversing when you aggregate/disaggregate or add variables, which captures the unifying operation across the three. However, the framing leans on 'selective bias' (which isn't quite the right concept here) and doesn't crisply articulate the core insight that conclusions are conditional on the model specification. Strong recognition of the shared mechanism, but the underlying lesson is stated somewhat imprecisely."
d0134f1a-1e04-426b-9f20-8fe0e4e018c2,3760ed81-fb87-406e-9766-0a33009fc31f,8e8f837b-b9d4-41ff-9c87-d39a139d8541,24,4,3.5,"[full] The student correctly identifies that training attendance mediates/confounds the gender effect, and that once it's included men and women have equal promotion rates. They also gesture at the upstream issue by noting men's training attendance is lower than women's, which shifts the diagnosis away from promotion bias. They could have been more explicit that the remedy now lies upstream (why is attendance unequal?), so I'm awarding just shy of full credit but in the full tier."
3b78ff8b-e07a-4373-8e4d-c0a9d127f04d,3760ed81-fb87-406e-9766-0a33009fc31f,59aea710-0446-4698-9f69-e90e69d11a15,25,4,3.5,"[full] The student correctly defines variance as sample sensitivity ('prediction changes when data changes') and gives a strong fix (simpler models, regularization). The bias definition is a bit shaky ('when model changes, coefficients change') but the fix — adding the right variable, with the car-type example — clearly demonstrates understanding that bias is a specification problem. Both fixes are correct and well-matched to their concepts, so this is close to full credit with a small deduction for the imprecise bias definition."
0741da82-525a-490f-86b3-dcb5e1d24a35,3760ed81-fb87-406e-9766-0a33009fc31f,bf20a1f1-55e5-4d0b-837a-b95220c19b35,26,4,4,[full] The student clearly distinguishes memorization from generalization and explicitly states that the train/test split is what reveals whether the model learned the underlying pattern versus just memorized. They tie overfitting to the test set's role as the evaluation that exposes this. Both rubric components are present.
b6250090-d06a-41b7-8493-c13e879caa36,3760ed81-fb87-406e-9766-0a33009fc31f,6071629d-df03-49a2-b4cc-ad2591f60310,27,4,4,"[full] The student clearly articulates the conceptual point that residuals can capture something unmeasurable and meaningful, not just noise. They provide the cricket auction example with a clear explanation of how the residual constructs 'brand appeal' by subtracting performance-based price from actual price. This matches the model answer's 'construct an unmeasurable from observed patterns' criterion for full credit."
2dc289e2-c338-4c46-bc95-bcf7b9a6a037,3760ed81-fb87-406e-9766-0a33009fc31f,e1ee87df-b151-4757-8f10-071290f018df,28,4,1,"[minimal] The student defines recall and precision reasonably well, but the application is muddled. The COVID example for precision is questionable — typically for disease detection you'd want high recall (don't miss sick people), and the student doesn't clearly explain why false positives would be more costly than false negatives here. The trading example for recall is also confused: the framing about 'missing out on trading when the market was low in volatile markets is acceptable' actually describes tolerating false negatives, which would favor precision, not recall. The trade-off connections are not correctly made."
1b8f9eba-44ad-4fc9-a4b7-16f191b8357e,3760ed81-fb87-406e-9766-0a33009fc31f,44763eed-6502-4cd3-82dd-f8a5c538e67a,29,4,3.5,"[full] The student correctly describes the mechanism: more features/dimensions make each customer unique and move them away from 'similar,' making it hard to find similarity in high-dimensional space. They name it 'dimensionality' rather than the full 'curse of dimensionality,' which is close but slightly incomplete. The mechanism explanation is solid though could more explicitly mention distance flattening. Awarding 3.5 to reflect strong mechanism with a slightly incomplete name."
dde1a39f-cb5d-4201-a99f-70586d18ca6b,3760ed81-fb87-406e-9766-0a33009fc31f,667c7bd9-4b15-48b6-89fe-7ada3d7c570f,30,4,4,"[full] The student names all four conditions (latent taste, dense interactions, vast catalog, cheap mistakes) and contrasts Spotify's fit with loan approval. While the loan-side contrast is brief ('any mistake made will be low risk... loan approval will fall under classification'), the implicit contrast is clear: loans are high-risk, have fewer products, and fewer interactions per user. This exceeds the 'name two with justification' bar for full credit."
18ac47ff-3f70-4f97-8b82-b5d06b0776b7,3760ed81-fb87-406e-9766-0a33009fc31f,b0dd4e38-0fa5-4799-bf07-df61264a48f5,31,5,4.5,"[strong] The student correctly identifies the unit-of-analysis mismatch (platform metric vs. recruiter's subgroup metric) and requests the right diagnostic information (subgroup-level accuracy by job category like engineering). The connection to the shipping decision is implied but not made fully explicit (i.e., that the action is taken at the subgroup level so the metric should match). Strong answer with a minor gap on explicitly tying subgroup performance to the ship/no-ship decision, so I'm giving it between strong and full."
e99e7e98-1adf-4289-b6eb-37436a2ba6a1,3760ed81-fb87-406e-9766-0a33009fc31f,851e31ca-15ec-4b77-9358-e186b2031428,32,5,5,"[full] The student asks the right diagnostic question (whether Doctor B handles more critical cases — i.e., case-mix breakdown), describes the mechanism in plain language (B's lower aggregate rate could be explained by handling harder cases), and explicitly states the risk of reassignment (Doctor A may not be as good at critical cases, so survival could drop further). This captures Simpson's paradox in plain language without needing the term, satisfying all three rubric components for full credit."
7b76481c-0750-4f6f-8b70-7e1e2851bc8e,3760ed81-fb87-406e-9766-0a33009fc31f,f8d39cba-5276-4ab6-883f-2a09616d2477,33,5,4.5,"[full] Student correctly says 'lower' and identifies the cost asymmetry (FN much more costly than FP), and connects lowering the threshold to reducing FN cost. They don't quantify the 40x ratio or compute breakeven, so the explanation is slightly less precise than the model answer, but the reasoning clearly ties threshold to cost-minimizing action. Awarding near-full credit."
f3a0703b-b691-48b3-83f6-e4c8ec73a0f4,3760ed81-fb87-406e-9766-0a33009fc31f,eb99791e-8692-4dbd-b0bf-4c835a921c63,34,5,4,"[strong] The student clearly identifies the closed-loop mechanism ('model is getting trained on the data it created', 'closed loop problem') and proposes a reasonable mitigation (injecting variation/exploration in recommendations). However, they don't address why standard metrics still look good despite the bad behavior, which is required for full credit per the rubric."
f80ba5b3-714a-481d-8a10-ddd8aad151a7,45bcd2ad-097f-4c93-9cd7-4a407566786c,45c3ceae-f884-4741-912b-a2caf5ce30e1,21,4,4,"[full] The student clearly defines unit of observation as 'what one row in the dataset represents' and provides a concrete example with two distinct units (one row per application vs. one row per candidate-job pair) from the JobMatch dataset. They also add insight that changing the unit can lead to different conclusions, which strengthens the answer."
86cfe803-a194-40c8-821f-2be4c6a0d801,45bcd2ad-097f-4c93-9cd7-4a407566786c,5fcb1ea2-216d-4b43-8c45-6b8afa0b851f,22,4,4,"[full] The student clearly identifies the feedback loop (rejected applicants disappear from training data) and explains the compounding consequence (the model keeps learning from the same favored applicants, narrowing over time). They also correctly note that this happens through the selection mechanism rather than intentional programming. This meets all criteria for full credit."
e2fb7de0-96b8-4871-b213-c133f8cb7e88,45bcd2ad-097f-4c93-9cd7-4a407566786c,0cbd4c8c-8016-424c-8c37-945da6aacec8,23,4,4,"[full] The student clearly articulates the core insight that conclusions depend on what's in the model and how the data is cut. They unify all three phenomena by noting that aggregate relationships can reverse with subgrouping or adding a confounder, and explicitly state that a coefficient/pattern has no fixed meaning on its own. This matches the 'full' tier criteria of recognizing all three as facets of one operation."
f729a20e-dfef-4942-8fd2-29f5aad04fd3,45bcd2ad-097f-4c93-9cd7-4a407566786c,8e8f837b-b9d4-41ff-9c87-d39a139d8541,24,4,4,[full] The student correctly identifies that the gender effect is absorbed by training attendance and explicitly shifts the diagnosis from direct promotion bias to an upstream attendance/access issue that should be investigated. This hits both required pieces of the full-credit rubric: the mediation insight and the diagnostic/remedy shift to upstream causes.
737d13a4-6a76-483d-869a-deb1083bc6f2,45bcd2ad-097f-4c93-9cd7-4a407566786c,59aea710-0446-4698-9f69-e90e69d11a15,25,4,4,"[full] Student clearly defines bias as systematic specification error (missing variables) and variance as sensitivity to the training sample. Provides correct fixes for each: adding the right variable for bias, and regularization/simpler model/more data for variance. All three rubric components are met."
5d14c1a3-4f70-4438-82cb-03d5adea9f93,45bcd2ad-097f-4c93-9cd7-4a407566786c,bf20a1f1-55e5-4d0b-837a-b95220c19b35,26,4,4,[full] The student captures the core idea that a model can fit the training data via a 'wrong rule' that happens to work — this is the multiple-rules-fit-the-same-data insight in plain language. They also tie this directly to the train/test split as the mechanism for checking whether the rule works on new data. Both rubric components are satisfied.
1e9fbcfe-d885-4e59-8b46-206cfcc31a59,45bcd2ad-097f-4c93-9cd7-4a407566786c,6071629d-df03-49a2-b4cc-ad2591f60310,27,4,4,"[full] The student clearly states the conceptual point that residuals can carry signal — a hidden factor we care about, not just noise. They provide the canonical concrete example (player auction residual representing celebrity appeal/brand value), demonstrating the 'construct an unmeasurable from observed patterns' idea. This meets both criteria for full credit."
28b7cf2d-13c8-4601-bfb5-a744da6f9ea6,45bcd2ad-097f-4c93-9cd7-4a407566786c,e1ee87df-b151-4757-8f10-071290f018df,28,4,4,"[full] The student correctly frames both sides: high recall when missing a true case is costly (fraud/disease screening) and high precision when false alarms are costly (expensive retention offers). Both examples are concrete and plausible, and the reasoning matches the cost-of-miss vs cost-of-false-alarm framing in the rubric."
c45e6cf6-80b0-41e6-88db-3ee0145a80d9,45bcd2ad-097f-4c93-9cd7-4a407566786c,44763eed-6502-4cd3-82dd-f8a5c538e67a,29,4,4,"[full] The student clearly describes the mechanism (every customer becomes unique, distances become less meaningful) and correctly names the curse of dimensionality. Both required components of the full-credit rubric are present."
b362b1a6-ad67-45e6-89be-9d05f31c6e3c,45bcd2ad-097f-4c93-9cd7-4a407566786c,667c7bd9-4b15-48b6-89fe-7ada3d7c570f,30,4,4,"[full] The student names multiple conditions (latent taste, cheap mistakes, dense interactions, vast catalog) and provides clear Spotify-vs-loan contrasts for at least two of them: mistakes are cheap on Spotify but expensive for loans, and Spotify has dense interaction history while loan applicants don't. This satisfies the full-credit criteria of naming two conditions with proper contrast."
16eac2d6-55f1-49c8-8437-2275401c9e3b,45bcd2ad-097f-4c93-9cd7-4a407566786c,b0dd4e38-0fa5-4799-bf07-df61264a48f5,31,5,5,"[full] The student clearly names the aggregate-vs-subgroup mismatch ('overall platform accuracy is an aggregate number, while the recruiter is seeing one subgroup'), requests a specific subgroup breakdown (by job type, especially engineering), and connects it to the shipping decision by explaining that aggregate accuracy can hide poor performance for an important subgroup. All three full-credit criteria are met."
5b928fad-7dc1-4f4a-9501-64e8ccdcc81c,45bcd2ad-097f-4c93-9cd7-4a407566786c,851e31ca-15ec-4b77-9358-e186b2031428,32,5,4.5,"[full] The student names Simpson's paradox/confounding, asks the right diagnostic question (whether B treats more severe cases), and explains the mechanism (B looks worse only because of harder cases). They stop just short of explicitly stating the consequence — that reassigning critical cases away from B could remove the best critical-case doctor — so I'm awarding 4.5 rather than a clean 5."
4b2e7b91-cd1f-4efd-aa78-7458d9e9ac42,45bcd2ad-097f-4c93-9cd7-4a407566786c,f8d39cba-5276-4ab6-883f-2a09616d2477,33,5,5,"[full] The student correctly answers 'lower than 0.5', explains the cost asymmetry by citing the $800 vs $20 figures, and clearly connects the lower threshold to the action of flagging more cases. The reasoning ties threshold to cost trade-off explicitly, satisfying all criteria for full credit."
249fb396-c58e-49c3-bf2e-779cf3073757,45bcd2ad-097f-4c93-9cd7-4a407566786c,eb99791e-8692-4dbd-b0bf-4c835a921c63,34,5,5,"[full] The student clearly identifies the popularity loop mechanism with self-reinforcing logic (popular songs get more listens → more confidence → more recommendations). They note that newer songs lack exposure/data, and they propose two valid mitigations: exploration slots and monitoring catalog coverage rather than just accuracy. The mention of 'monitor coverage not just accuracy' implicitly captures the metric blindspot insight, satisfying all three rubric components."
43b2c9b0-acbc-420d-9484-43b6aac35df3,45d88d0b-6518-444c-b602-6d805afd693e,45c3ceae-f884-4741-912b-a2caf5ce30e1,21,4,3.5,"[full] The student clearly defines unit of observation as 'what one row represents' and lists multiple possible units (job, candidate, person, candidate-job pair). The JobMatch example does gesture at two different units of analysis (aggregate platform-level vs. recruiter-level view), though the example is a bit muddled — it's framed more as different audiences/sample sizes than cleanly as two distinct row-level units derivable from the same data. Definition is solid and an example is present, so this lands between partial and full; awarding 3.5."
29cbb674-c4a7-4232-adcf-52b0d69725bf,45d88d0b-6518-444c-b602-6d805afd693e,5fcb1ea2-216d-4b43-8c45-6b8afa0b851f,22,4,3,"[partial] The student correctly identifies the feedback loop: the model is retrained only on approved applicants, and the pool narrows over time. However, the explanation of the compounding consequence is somewhat circular ('this causes bias over time') and doesn't clearly articulate that the training data narrows toward the model's existing preferences or that the model becomes blinder to rejected applicants. The mechanism is named but the consequence is vague, fitting the 'partial' tier."
e6b125a8-2e9d-42ef-80b9-439c3904d689,45d88d0b-6518-444c-b602-6d805afd693e,0cbd4c8c-8016-424c-8c37-945da6aacec8,23,4,4,"[full] The student identifies the core insight that the answer depends on the level of aggregation/what's in the model, and explicitly unifies all three phenomena as the same operation of aggregating up or disaggregating down. They also ground each in a concrete course example (Berkeley admissions, car expense/age with car type, training as a confounder). This meets the full-credit criteria."
151819fb-3aeb-4bf5-b427-fe390cd00535,45d88d0b-6518-444c-b602-6d805afd693e,8e8f837b-b9d4-41ff-9c87-d39a139d8541,24,4,2,"[partial-low] The student recognizes that adding training attendance changes the answer and that the original simple model was answering the wrong question, which shows partial engagement with the mediation idea. However, they don't clearly articulate that promotions don't depend on gender once attendance is held fixed, nor do they shift the diagnosis upstream to whatever drives the attendance gap. The answer is also somewhat muddled (e.g., 'sign is flipped') and doesn't land the remedy/diagnosis shift, so it falls short of the partial (3) tier."
6a18099f-2360-40c7-be25-4a4d18e4b043,45d88d0b-6518-444c-b602-6d805afd693e,59aea710-0446-4698-9f69-e90e69d11a15,25,4,4,"[full] The student correctly distinguishes bias (specification issue, fixed by including the right variables) from variance (sample sensitivity, predictions changing with data). They provide correct fixes for each (right variables for bias; regularization, simpler models, more data for variance). They also explicitly explain why the problems are not interchangeable, noting that more data doesn't fix omitted variable bias and adding variables doesn't fix overfitting — exactly the distinction the rubric rewards."
93e3e86c-644b-4b1a-9f53-68d83133d6fb,45d88d0b-6518-444c-b602-6d805afd693e,bf20a1f1-55e5-4d0b-837a-b95220c19b35,26,4,3,"[partial] The student effectively captures the multiple-rules-fit-the-same-data idea through the clever averages analogy — Student B's wrong method happens to give the right answer on the first example but fails to generalize. This demonstrates understanding of memorization vs. learning the underlying pattern. However, the answer never explicitly connects this to the train/test split or explains that a held-out test set is what exposes whether the rule generalizes, which is required for full credit."
f7ab17c4-110a-48aa-99a0-05d0da00e5cf,45d88d0b-6518-444c-b602-6d805afd693e,6071629d-df03-49a2-b4cc-ad2591f60310,27,4,4,"[full] The student clearly conveys the conceptual point that residuals can capture something meaningful (marketability, popularity) beyond what the model's measured features (Spotify streams) explain. The record-label example is concrete and analogous to the soccer/cricket auction celebrity-appeal example, demonstrating the 'construct an unmeasurable from observed patterns' idea. Both pieces of the rubric are satisfied."
b9b347fa-4f3c-410e-954a-3d1c3c97a62f,45d88d0b-6518-444c-b602-6d805afd693e,e1ee87df-b151-4757-8f10-071290f018df,28,4,4,"[full] The student correctly frames both sides: high recall when missing a true positive is costly (fraud detection example is appropriate), and high precision when false positives are costly/disruptive (over-emailing prospective students damages brand). Both examples are plausible and the reasoning aligns with the rubric's full-credit criteria. Minor wording slip ('true positive is expensive' should be 'false negative is expensive') but the fraud example makes the intent clear."
25a7095e-7356-4349-8b30-5ffeedb4b6ae,45d88d0b-6518-444c-b602-6d805afd693e,44763eed-6502-4cd3-82dd-f8a5c538e67a,29,4,3.5,"[full] The student correctly describes the mechanism: as dimensions increase, every customer becomes unique and distance loses its meaning. They call it a 'dimensionality problem' rather than the precise 'curse of dimensionality,' but the concept is clearly understood. Slight deduction for not naming it precisely, but the mechanism is well-articulated with a concrete example."
7a44804d-efcd-4b63-b852-6b64078b5eb4,45d88d0b-6518-444c-b602-6d805afd693e,667c7bd9-4b15-48b6-89fe-7ada3d7c570f,30,4,4,"[full] The student names two distinct conditions (cheap mistakes and dense interactions) and provides a clear Spotify-vs-loan contrast for each. The skip-vs-default contrast is exactly right, and the many-interactions-vs-single-application contrast is also well articulated. Meets the full-credit criteria."
eae76670-0ada-498b-95d8-225caaee912d,45d88d0b-6518-444c-b602-6d805afd693e,b0dd4e38-0fa5-4799-bf07-df61264a48f5,31,5,1.5,"[minimal] The student gestures at a relevant data-science principle ('who is not in the data') but doesn't actually identify the unit-of-analysis mismatch that makes both claims simultaneously true. They don't request a subgroup performance breakdown as the diagnostic, instead pivoting to a selection-bias-style framing about population coverage. This is adjacent to the right idea but misses the core insight that aggregate and subgroup metrics can both be correct at different units."
79564073-a2b2-4b3b-b7c1-0f1c007055b6,45d88d0b-6518-444c-b602-6d805afd693e,851e31ca-15ec-4b77-9358-e186b2031428,32,5,2.5,"[partial] The student asks reasonable diagnostic questions (unit of observation, who's missing, patient counts) and recognizes that aggregation can mislead. However, they don't identify case severity / case mix as the key confounder, nor do they name or describe Simpson's paradox mechanism (that the aggregate can reverse once you condition on severity). The answer hovers between partial-low and partial — they're asking 'are the cases/data comparable?' in a general sense without the specific case-mix insight."
cf028469-c6df-4346-a9ec-a00771926ed9,45d88d0b-6518-444c-b602-6d805afd693e,f8d39cba-5276-4ab6-883f-2a09616d2477,33,5,5,"[full] Student correctly answers 'lower', identifies the cost asymmetry (FN > FP), and connects the threshold decision to the cost trade-off by noting that accepting more FPs is worth it because each mistake is cheaper. The framing of threshold as a business decision shows understanding that 0.5 is not a statistical default. Meets all full-credit criteria even without computing the breakeven."
4fadd056-9ac8-429b-a28b-e0dfb03f5de3,45d88d0b-6518-444c-b602-6d805afd693e,eb99791e-8692-4dbd-b0bf-4c835a921c63,34,5,5,"[full] The student clearly identifies the popularity loop mechanism, explains the self-reinforcing dynamic, articulates why metrics still look good (good on surfaced items, silent on the rest), and proposes monitoring coverage as a mitigation. All three rubric components for full credit are present."
a478042c-6bb1-4570-a6f8-9888d727c026,4c595d20-4a87-41a9-b636-3faa275333ad,45c3ceae-f884-4741-912b-a2caf5ce30e1,21,4,1.5,"[minimal] The definition ('one row in a dataset gives the unit of observation') is on the right track but very thin — it states rows without clearly explaining that the unit is what each row represents. The example about car resale describes different attributes/features used, not two different units of observation derivable from the same dataset (e.g., car-level vs listing-level vs transaction-level). This conflates unit of observation with feature selection, which is closer to the 'minimal' tier with a slight bump for the correct row-based intuition."
e46d52f4-14f6-4d07-bdcc-340cc96eb60f,4c595d20-4a87-41a9-b636-3faa275333ad,5fcb1ea2-216d-4b43-8c45-6b8afa0b851f,22,4,3,"[partial] The student correctly identifies the feedback loop mechanism: the model only sees data from shortlisted/approved candidates, rejected applicants are missing from training, and this same pattern repeats over iterations. However, the answer stops short of clearly explaining the compounding consequence — that bias progressively worsens as the training data narrows further toward the model's existing preferences. The mechanism is named well but the 'gets worse over time' consequence is only implied by 'multiple iterations' rather than explicitly developed."
bc5f2b80-cf04-4ba0-b4bd-a0a0487e6494,4c595d20-4a87-41a9-b636-3faa275333ad,0cbd4c8c-8016-424c-8c37-945da6aacec8,23,4,1.5,"[minimal] The student identifies that aggregated results can differ from subcategory results, which touches on Simpson's paradox but doesn't unify it with the regression sign-flip or 'controlling for' a confounder. Moreover, the prescription 'always sub-categorize' is closer to the common wrong answer — it misses the conditional-on-specification lesson that the conclusion depends on what's in the model, not that one level is always correct. Slight credit above minimal for gesturing at the level-of-analysis idea."
eb022428-dbeb-459f-8202-0631b36cf927,4c595d20-4a87-41a9-b636-3faa275333ad,8e8f837b-b9d4-41ff-9c87-d39a139d8541,24,4,1,"[minimal] The student vaguely identifies that training attendance/score is the relevant factor rather than gender directly, which gestures at the mediation idea. However, they misread the direction (claiming women get higher promotions) and don't engage with the diagnostic shift — that the bias question moves upstream to what drives attendance differences. This fits the 'minimal' tier: noting training matters without engaging with the diagnosis."
c1e79552-1385-47bc-8445-1ab783c69574,4c595d20-4a87-41a9-b636-3faa275333ad,59aea710-0446-4698-9f69-e90e69d11a15,25,4,1,"[minimal] The student uses an analogy that vaguely gestures at underfitting (one-size-fits-all) vs. overfitting (tailored to each), but this conflates bias with 'too simple' and variance with 'too specific' rather than capturing bias as systematic specification error and variance as sample-sensitivity. No fixes are offered for either problem. The answer names the concepts and shows partial intuition but lacks the precision and remedies the rubric requires."
9705590e-52bb-48d4-97c3-ccaef4f9fb08,4c595d20-4a87-41a9-b636-3faa275333ad,bf20a1f1-55e5-4d0b-837a-b95220c19b35,26,4,3,"[partial] The student correctly identifies overfitting as the issue and ties it to the train/test split, explaining that the model is built on train and evaluated on unseen test data. However, they don't articulate the deeper 'why' — that multiple rules can fit the same training data, so training accuracy alone can't distinguish memorization from learning the pattern. This earns the partial tier at 3 points."
1513feaa-ed66-4664-a092-e66d4ac50eb6,4c595d20-4a87-41a9-b636-3faa275333ad,6071629d-df03-49a2-b4cc-ad2591f60310,27,4,4,"[full] The student identifies the conceptual point that residuals can capture an important unmeasured feature (not just noise) and explicitly distinguishes the two possibilities. They provide the canonical sportsperson/celebrity-appeal example, even noting that brand appeal can be cross-validated via social media following. This demonstrates understanding that residuals can construct an unmeasurable variable from observed patterns."
6ec1a054-ed7f-4daa-a8f4-80e4745d7c84,4c595d20-4a87-41a9-b636-3faa275333ad,e1ee87df-b151-4757-8f10-071290f018df,28,4,1,"[minimal] The student defines recall and precision with their formulas but does not explain when to prefer one over the other. Only one example is given (delayed product review), and it isn't clearly tied to either recall- or precision-favoring reasoning. This matches the 'minimal' tier: definitions present but no connection to when each matters."
71063946-8863-4a7f-b1de-6eca9da70142,4c595d20-4a87-41a9-b636-3faa275333ad,44763eed-6502-4cd3-82dd-f8a5c538e67a,29,4,1,"[minimal] The student talks about overfitting and noise and mentions PCA as a remedy, but does not describe the distance-flattening mechanism (every point becoming unique, similarity losing meaning) and does not name the curse of dimensionality. Per the rubric, this matches the 'minimal' tier — too-many-features/overfitting language without the core intuition."
a8d63bb1-0bdd-4575-966b-bb731450ea00,4c595d20-4a87-41a9-b636-3faa275333ad,667c7bd9-4b15-48b6-89fe-7ada3d7c570f,30,4,2,"[partial-low] The student clearly names and justifies one condition (cheap mistakes) with a strong Spotify-vs-loan contrast. However, they only provide one condition when the question explicitly asks for two. Per the rubric, naming one condition with justification falls between minimal (1 pt) and partial-low; since the justification is thorough and well-explained, I'm awarding 2 points."
38df2db1-3632-45b6-87ee-781f6bf8b283,4c595d20-4a87-41a9-b636-3faa275333ad,b0dd4e38-0fa5-4799-bf07-df61264a48f5,31,5,4,"[strong] The student correctly identifies the aggregate vs subgroup mismatch with a concrete numeric illustration (73% overall, 25% in a category) and requests subgroup-level information (how many subcategories perform poorly, plus cost of errors). However, the connection to the shipping decision is left implicit — they don't explicitly state that the action is taken at the subgroup level so the metric should match. This fits the 'strong' tier at 4 points."
edc5d536-c592-4c18-a666-8fc7d51668cb,4c595d20-4a87-41a9-b636-3faa275333ad,851e31ca-15ec-4b77-9358-e186b2031428,32,5,4,"[strong] The student correctly identifies the case-severity / case-mix mechanism by asking whether Doctor B's patients were higher risk, and notes that the reassignment would be unfair/irrational. They describe the mechanism in plain language without naming Simpson's paradox, and don't explicitly articulate the consequence (that B might actually be the best critical-case doctor and reassignment would remove them). This fits the 'strong' tier: right diagnostic question and mechanism, but the consequence is only implied."
00a5e2a1-c7ff-40b5-a45a-2038df7d0714,4c595d20-4a87-41a9-b636-3faa275333ad,f8d39cba-5276-4ab6-883f-2a09616d2477,33,5,5,"[full] Student correctly says 'lower than 0.5', identifies the cost asymmetry (FN significantly higher than FP), and ties it to action (more transaction inspections). The reasoning connects threshold to the business cost trade-off clearly in 2-3 sentences, meeting all full-credit criteria."
c7d50b81-2dc0-43ca-92a3-8740e9767a59,4c595d20-4a87-41a9-b636-3faa275333ad,eb99791e-8692-4dbd-b0bf-4c835a921c63,34,5,3,"[partial] The student gestures at the feedback mechanism by noting that previous choices are fed back into future recommendations, and proposes reasonable mitigations (a 'surprise me' exploration feature, surfacing trending items). However, they don't clearly articulate the closed-loop / rich-get-richer dynamic, and they don't address why standard metrics still look good. This fits the 'partial' tier — vague feedback description with a mitigation present."
06ff36ce-ac10-4802-8829-845b2552cb8f,54a93331-762a-4d30-8c00-38498df484b6,45c3ceae-f884-4741-912b-a2caf5ce30e1,21,4,2.5,"[partial-low] The student conveys that a unit of observation is what one row represents (listing 'a person, a session, a transaction'), which shows correct understanding of the definition. However, they don't give a concrete example of how the SAME dataset could support two different units — they list possible units generically and gesture at 'different stories' without illustrating it. This puts the response between partial-low and partial: definition is reasonable but the example piece is underdeveloped."
b0ed34fa-24a4-456e-9b4f-65e2f598eabf,54a93331-762a-4d30-8c00-38498df484b6,5fcb1ea2-216d-4b43-8c45-6b8afa0b851f,22,4,2.5,"[partial] The student correctly identifies the feedback mechanism: only approved applicants have observed outcomes, and rejected applicants disappear from training data. However, they don't explain the compounding consequence — that the training set narrows toward the model's existing preferences and bias gets worse over successive retrains. This sits between partial-low (2) and partial (3); I'm awarding 2.5 since the mechanism is clearly stated but the 'progressively' part of the question is left unaddressed."
834bc95d-2f1e-4ee0-b9cb-20cda43d35dd,54a93331-762a-4d30-8c00-38498df484b6,0cbd4c8c-8016-424c-8c37-945da6aacec8,23,4,1.5,"[minimal] The student gestures at the idea that looking at subgroups can flip the story, which touches on the Simpson's paradox aspect. However, the answer is unclear, doesn't unify all three phenomena (sign-flip, controlling for confounder), and doesn't articulate the underlying operation that the conclusion depends on what's in the model. It's closer to defining one phenomenon than identifying the unifying lesson."
ef1b1623-a4b7-4d60-9a4f-914cde180bff,54a93331-762a-4d30-8c00-38498df484b6,8e8f837b-b9d4-41ff-9c87-d39a139d8541,24,4,0.5,"[none] The student concludes 'there is gender bias in promotions,' which is the exact wrong conclusion flagged in the common wrong answers — the point is that the gap shifts to training attendance, not that promotion bias is confirmed. They do gesture at training attendance differences between men and women, which shows partial awareness of the mechanism, but they misdirect the diagnosis. A small amount of credit is warranted for noticing the attendance asymmetry, but the core interpretive move is wrong."
2866584f-8e07-4d74-8afe-a030f4b49a34,54a93331-762a-4d30-8c00-38498df484b6,59aea710-0446-4698-9f69-e90e69d11a15,25,4,1,"[minimal] The student gestures at bias being systematic ('wrong in one direction') which is acceptable, but the variance definition is shaky and somewhat confused — variance is sensitivity to the sample/data, not to changes in 'model specification.' Critically, no fixes are offered for either bias or variance. Per the rubric, naming both concepts without providing fixes falls into the minimal tier."
95000a3a-2c2d-472c-ad59-f239cf1534ff,54a93331-762a-4d30-8c00-38498df484b6,bf20a1f1-55e5-4d0b-837a-b95220c19b35,26,4,2,"[partial-low] The student correctly identifies that fitting training data perfectly may just mean memorization rather than learning the pattern, and gives an example to illustrate. However, they don't connect this to the train/test split at all — there's no mention of a held-out test set being the way to detect whether the model generalizes. Per the rubric, noting memorization without tying it to the train/test split fits the partial-low tier."
c4eb0136-5c72-4313-bd29-2c7c300a4dbe,54a93331-762a-4d30-8c00-38498df484b6,6071629d-df03-49a2-b4cc-ad2591f60310,27,4,3.5,"[full] The student captures the key conceptual point: residuals can reveal hidden/unmeasured elements not directly in the data. They also reference the celebrity/auction example, showing they remember the concrete case where residuals construct an unmeasurable (celebrity appeal). The phrasing is rough and the example explanation is somewhat garbled, so I'm shading slightly below a clean full-credit answer, but the core understanding and correct example are both present."
8d7807e7-8132-45eb-9058-492a33153917,54a93331-762a-4d30-8c00-38498df484b6,e1ee87df-b151-4757-8f10-071290f018df,28,4,3.5,"[full] The student correctly frames both sides: high recall when missing positives is costly, high precision when false alarms are expensive. The precision example (expensive marketing to clients who don't need it) is concrete and plausible. The recall example ('like false detection') is a bit vague — it gestures at the right idea but isn't as concrete as cancer screening or fraud. I'm awarding between partial and full credit, leaning toward full since the framing is solid and both sides have examples."
